size,avg_time,min_time,max_time,success_rate
5,0.0004038333233135442,0.00033220002660527825,0.0005437999498099089,1.0
10,0.0008092666588102778,0.0007608000305481255,0.0008456999785266817,1.0
20,0.004754666665879388,0.004041899985168129,0.005953999992925674,1.0
50,0.08607720001600683,0.0768225000356324,0.10256520000984892,1.0
100,0.8582844666865034,0.8538182000047527,0.8664632000145502,1.0
200,11.206632433323344,10.993545999983326,11.449292599980254,1.0
